,hmid,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,age,country,gender,marital,parenthood
92351,120537,10933,24h,My kids came home from school.,My kids came home from school.,True,1,,affection,40.0,USA,f,divorced,y
7096,34819,7299,24h,"My favorite song, John Prine's ""Souvenirs"", played on random play on my iPod, and I sang along with it.","My favorite song, John Prine's ""Souvenirs"", played on random play on my iPod, and I sang along with it.",True,1,,leisure,56.0,USA,f,married,n
95616,123816,434,24h,"My gas tank was almost on empty and the prices had started spiking around town, but I waited to fill up at the station near my house and found that it had the lowest price because it hadn't changed to match the others yet. ","My gas tank was almost on empty and the prices had started spiking around town, but I waited to fill up at the station near my house and found that it had the lowest price because it hadn't changed to match the others yet. ",True,1,,achievement,36.0,USA,f,single,n
19071,46852,283,24h,I caught my co-worker checking me out. ,I caught my co-worker checking me out. ,True,1,,bonding,38.0,USA,f,married,y
29577,57416,199,24h,Having a nice dinner at a restaurant with a friend.,Having a nice dinner at a restaurant with a friend.,True,1,,bonding,31.0,USA,f,single,n
86419,114563,42,24h,Dinner this evening was tacos and the flavor was very excellent and the soft shelled tortillas had a great taste.,Dinner this evening was tacos and the flavor was very excellent and the soft shelled tortillas had a great taste.,True,1,,enjoy_the_moment,32.0,USA,m,single,n
8517,36249,7628,24h,We decided to go out and buy a new charcoal grill.,We decided to go out and buy a new charcoal grill.,True,1,,leisure,32.0,USA,m,single,n
94837,123035,601,24h,My son beat a kid up for messing with him.,My son beat a kid up for messing with him.,True,1,,affection,32.0,USA,m,divorced,y
24146,51952,1542,24h,i had a good breakfast,i had a good breakfast,True,1,,enjoy_the_moment,23.0,USA,f,single,y
88699,116859,5461,24h,I had ice cream for the first time in a long time.,I had ice cream for the first time in a long time.,True,1,achievement,enjoy_the_moment,22.0,USA,m,single,n
84120,112249,250,24h,Found an old pair of jeans and they actually still fit me!,Found an old pair of jeans and they actually still fit me!,True,1,,achievement,43.0,USA,f,married,y
11074,38815,2741,24h,I cleaned off some old bookcases and moved them upstairs to my spare room when I made room for my new shelves.,I cleaned off some old bookcases and moved them upstairs to my spare room when I made room for my new shelves.,True,1,,achievement,28.0,USA,m,single,n
14577,42341,5045,24h,My cat slept through the night and let me sleep in this morning.,My cat slept through the night and let me sleep in this morning.,True,1,,affection,24.0,USA,f,single,n
100425,128657,3148,24h,I won a game of DOTA 2. ,I won a game of DOTA 2. ,True,1,,achievement,41.0,USA,m,married,n
88845,117006,3257,24h,I completed another workout.,I completed another workout.,True,1,,exercise,44.0,USA,m,single,n
768,28441,987,24h,I got paid on monday and immediately used the money to pay off a long time credit card debt from my dentist. I am finally free,I got paid on monday and immediately used the money to pay off a long time credit card debt from my dentist. I am finally free,True,2,,achievement,28.0,USA,m,single,n
6745,34465,245,24h,A chocolate bar discovered in the kitchen.,A chocolate bar discovered in the kitchen.,True,1,,leisure,33.0,USA,f,married,y
8637,36369,1830,24h,I had dinner with a lot of my cousins and other relatives.,I had dinner with a lot of my cousins and other relatives.,True,1,affection,affection,37.0,USA,m,married,y
12544,40294,4603,24h,My favorite tv show came back after three weeks of being off air and I totally forgot about it ,My favorite tv show came back after three weeks of being off air and I totally forgot about it ,True,1,,leisure,21.0,USA,m,single,n
25180,52989,834,24h,I got an unexpected day off of work tomorrow.,I got an unexpected day off of work tomorrow.,True,1,,achievement,25.0,USA,f,married,n
87662,115818,3997,24h,"I ordered tickets to see my favorite sports team who do not play here locally, so I am normally unable to watch them live.","I ordered tickets to see my favorite sports team who do not play here locally, so I am normally unable to watch them live.",True,1,,leisure,34.0,USA,m,married,y
11143,38884,1075,24h,Made love to my wife.,Made love to my wife.,True,1,affection,affection,43.0,USA,m,married,y
93396,121590,8106,24h,"I was happy when I was able to talk to my daughter, after taking the time to relax after work, because she is so sweet, kind, and funny. ","I was happy when I was able to talk to my daughter, after taking the time to relax after work, because she is so sweet, kind, and funny. ",True,1,affection,affection,23.0,USA,f,married,y
82407,110526,2506,24h,"Today is my birthday, and its kind of exciting ","Today is my birthday, and its kind of exciting ",True,1,,affection,36.0,USA,m,single,n
15318,43087,8480,24h,My children went to bed right away without waking up overnight. They're 3 and 4 years old. We've been having trouble with them waking around 2 -4 AM and it was brutal for awhile.,My children went to bed right away without waking up overnight. They're 3 and 4 years old. We've been having trouble with them waking around 2 -4 AM and it was brutal for awhile.,True,3,,affection,36.0,USA,f,married,y
14021,41778,463,24h,Read over the novel I'm writing.  Feeling extremely happy that it is getting close.  This is after years of work on other novels that fell apart by this stage.,Read over the novel I'm writing.  Feeling extremely happy that it is getting close.  This is after years of work on other novels that fell apart by this stage.,True,3,,achievement,49.0,USA,m,married,y
89718,117883,30,24h,Had some free time to watch Better Call Saul by myself.,Had some free time to watch Better Call Saul by myself.,True,1,,leisure,37.0,USA,m,married,y
81617,109731,709,24h,"It was fairly humid and getting miserable and then it started raining and it felt nice, cool and refreshing outside.","It was fairly humid and getting miserable and then it started raining and it felt nice, cool and refreshing outside.",True,1,,nature,56.0,USA,m,married,y
82414,110533,871,24h,Made some really delicious pasta,Made some really delicious pasta,True,1,,achievement,25.0,USA,f,single,n
85227,113363,6129,24h,I had luck finding some job postings that aligned well with what I was looking for.,I had luck finding some job postings that aligned well with what I was looking for.,True,1,,achievement,25.0,USA,m,single,n
16721,44491,746,24h,Making a big sale at work made me happy,Making a big sale at work made me happy,True,1,,achievement,25.0,USA,m,single,n
27593,55418,1934,24h,I got to read to my son and pray with him at bedtime.,I got to read to my son and pray with him at bedtime.,True,1,,affection,35.0,USA,f,married,y
85222,113358,4246,24h,I made it to work early. ,I made it to work early. ,True,1,,achievement,31.0,USA,f,married,n
94732,122929,343,24h,I got done some grocery shopping that I'd not had time to do for days.,I got done some grocery shopping that I'd not had time to do for days.,True,1,,leisure,38.0,USA,m,married,y
23513,51313,787,24h,"I was feeling sad, so I went to see my girlfriend just to hang out with someone. We cuddled and watched a movie.","I was feeling sad, so I went to see my girlfriend just to hang out with someone. We cuddled and watched a movie.",True,2,,affection,24.0,USA,m,single,n
677,28350,1061,24h,My wife made her chicken soup.,My wife made her chicken soup.,True,1,affection,affection,38.0,USA,m,married,y
27492,55317,1068,24h,After finishing a work week early and then being able to enjoy the last day with co-workers by mostly just taking it easy and having fun (thankful for a great supervisor) is certainly a happy time.,After finishing a work week early and then being able to enjoy the last day with co-workers by mostly just taking it easy and having fun (thankful for a great supervisor) is certainly a happy time.,True,1,,bonding,33.0,USA,m,single,n
27849,55676,3818,24h,I watched Die Hard 2.,I watched Die Hard 2.,True,1,,leisure,29.0,USA,m,single,n
99118,127337,9882,24h,I got off of work 30 minutes early because my coworker did some extra work that I was supposed to do.,I got off of work 30 minutes early because my coworker did some extra work that I was supposed to do.,True,1,,achievement,31.0,USA,m,married,y
89727,117892,644,24h,"Lastly, an event that made me happy was being able to connect with an interviewer and being able to perform well when being interviewed for a temporary summer job.","Lastly, an event that made me happy was being able to connect with an interviewer and being able to perform well when being interviewed for a temporary summer job.",True,1,achievement,achievement,26.0,USA,m,single,n
20892,48679,768,24h,A got a full report from my grandson after his soccer practice about his day and things that happened.,A got a full report from my grandson after his soccer practice about his day and things that happened.,True,1,,affection,53.0,USA,f,married,y
94972,123170,48,24h,"I spent 2 hours vacuuming the house, and now the place is fresh and clean.","I spent 2 hours vacuuming the house, and now the place is fresh and clean.",True,1,,achievement,57.0,USA,f,married,n
5707,33426,204,24h,I was happy when I found out that Michael Flynn was willing to testify in exchange for immunity because I am hopeful that he will expose the truth about Russian collusion in the Trump administration.,I was happy when I found out that Michael Flynn was willing to testify in exchange for immunity because I am hopeful that he will expose the truth about Russian collusion in the Trump administration.,True,1,,enjoy_the_moment,30.0,USA,f,single,n
21975,49767,709,24h,I went for a long walk with my dogs.,I went for a long walk with my dogs.,True,1,exercise,affection,56.0,USA,m,married,y
92302,120487,935,24h,I made twice my goal two days in a row,I made twice my goal two days in a row,True,1,,achievement,24.0,USA,f,single,y
21227,49015,695,24h,I got to relax and watch a baseball game by myself.,I got to relax and watch a baseball game by myself.,True,1,,leisure,41.0,USA,m,married,y
2261,29949,90,24h,"Happiness is a mental or emotional state of well-being defined by positive or pleasant emotions ranging from contentment to intense joy.[1] Happy mental states may also reflect judgements by a person about their overall well-being.[2] A variety of biological, psychological, economic, religious and philosophical approaches have striven to define happiness and identify its sources. Various research groups, including positive psychology and happiness economics are employing the scientific method to research questions about what ""happiness"" is, and how it might be attained.","Happiness is a mental or emotional state of well-being defined by positive or pleasant emotions ranging from contentment to intense joy.[1] Happy mental states may also reflect judgements by a person about their overall well-being.[2] A variety of biological, psychological, economic, religious and philosophical approaches have striven to define happiness and identify its sources. Various research groups, including positive psychology and happiness economics are employing the scientific method to research questions about what ""happiness"" is, and how it might be attained.",True,4,,enjoy_the_moment,32.0,USA,m,married,y
87823,115980,2834,24h,Riding my bike in the park made me happy.,Riding my bike in the park made me happy.,True,1,,affection,46.0,USA,m,married,n
85361,113497,5647,24h,Watching my favorite TV show all day today made me happy.,Watching my favorite TV show all day today made me happy.,True,1,,leisure,30.0,USA,f,single,n
17958,45734,637,24h,I got to snuggle with my cats.,I got to snuggle with my cats.,True,1,,affection,33.0,USA,f,single,n
96542,124747,10923,24h,"Every night I watch ""The Splat"" which is a 90's throwback to all the best shows, I watched Rugrats and Rocko's Modern Life.","Every night I watch ""The Splat"" which is a 90's throwback to all the best shows, I watched Rugrats and Rocko's Modern Life.",True,1,,leisure,21.0,USA,f,single,n
96595,124800,8784,24h,"I gave my husband some good advice that he took, and it made his day better.","I gave my husband some good advice that he took, and it made his day better.",True,1,,affection,37.0,USA,f,married,y
18734,46515,1890,24h,I finally got the bedroom picked up. ,I finally got the bedroom picked up. ,True,1,,achievement,30.0,USA,f,married,y
2891,30581,2027,24h,I enrolled in an online course and I couldn't be happier to continue my education.,I enrolled in an online course and I couldn't be happier to continue my education.,True,1,,achievement,27.0,USA,m,married,n
27219,55040,3344,24h,I called a hotel that I'm going to be visiting in 2 days and was able to negotiate a lower price than offered both over the phone and online.,I called a hotel that I'm going to be visiting in 2 days and was able to negotiate a lower price than offered both over the phone and online.,True,1,,achievement,26.0,USA,m,single,n
13793,41550,5905,24h,My husband went for a walk with me.,My husband went for a walk with me.,True,1,,affection,28.0,USA,f,married,n
27330,55154,3043,24h,Reading with my kids makes me happy.,Reading with my kids makes me happy.,True,1,,affection,32.0,USA,f,married,y
98034,126248,2111,24h,I got back to going to the gym for the first time last night.  It was hard but I'm really feeling it today so I know I'm back on track to fitness.,I got back to going to the gym for the first time last night.  It was hard but I'm really feeling it today so I know I'm back on track to fitness.,True,2,,exercise,39.0,USA,o,married,n
28091,55918,1441,24h,I went to a BBQ festival where they had a pig cooking contest and plenty of other good food.,I went to a BBQ festival where they had a pig cooking contest and plenty of other good food.,True,1,,leisure,56.0,USA,m,widowed,y
97805,126017,4624,24h,Making dinner with my husband makes me happy because we both enjoy cooking and I love spending time with him. ,Making dinner with my husband makes me happy because we both enjoy cooking and I love spending time with him. ,True,1,,affection,25.0,USA,f,married,y
94993,123191,460,24h,I got to plan my trip to San Francisco this weekend.,I got to plan my trip to San Francisco this weekend.,True,1,,achievement,22.0,USA,m,single,n
96801,125007,2655,24h,"My wife said that she has booked more classes through her online teaching program, which means we are going to be getting more money this month!","My wife said that she has booked more classes through her online teaching program, which means we are going to be getting more money this month!",True,1,achievement,affection,38.0,USA,m,married,y
9343,37076,1878,24h,I played in my backyard with my dog and my girlfriend.,I played in my backyard with my dog and my girlfriend.,True,1,,affection,21.0,USA,m,single,n
89320,117484,1652,24h,I've been looking at houses for a while now and today I actually found something I really like that is within my budget.,I've been looking at houses for a while now and today I actually found something I really like that is within my budget.,True,1,,achievement,32.0,USA,m,single,n
88678,116838,87,24h,My day at work was really easy.,My day at work was really easy.,True,1,,achievement,36.0,USA,f,single,n
91128,119304,13302,24h,"I ate a delicious meal for dinner - I had veal marsala, angel hair pasta and wedding soup. ","I ate a delicious meal for dinner - I had veal marsala, angel hair pasta and wedding soup. ",True,1,,enjoy_the_moment,30.0,USA,m,single,n
12231,39980,8228,24h,I spoke with my mother on the phone. ,I spoke with my mother on the phone. ,True,1,affection,affection,31.0,USA,f,single,n
96492,124697,88,24h,"When I had a nice dinner with my family in the patio, we bbq and talked and laughed together.","When I had a nice dinner with my family in the patio, we bbq and talked and laughed together.",True,1,,affection,46.0,USA,f,married,y
84932,113066,1550,24h,I got a lot done at work this morning.,I got a lot done at work this morning.,True,1,,achievement,41.0,USA,m,married,y
82845,110967,4320,24h,I got a good deal on a video game called Hearts of Iron IV.,I got a good deal on a video game called Hearts of Iron IV.,True,1,,leisure,20.0,USA,m,single,n
2208,29896,8113,24h,I matched into my first choice for PGY2 Ambulatory Care Pharmacy Residency.,I matched into my first choice for PGY2 Ambulatory Care Pharmacy Residency.,True,1,,achievement,26.0,USA,f,single,n
96551,124756,9115,24h,I completed the reorganization of my sunroom.,I completed the reorganization of my sunroom.,True,1,,achievement,46.0,USA,f,married,y
4539,32245,3516,24h,My husband got a good bonus.,My husband got a good bonus.,True,1,,affection,54.0,USA,o,married,y
2304,29993,1462,24h,I recently had my car impounded. I managed to get it back and this made me feel a lot happier and secure.,I recently had my car impounded. I managed to get it back and this made me feel a lot happier and secure.,True,2,,achievement,24.0,USA,m,single,n
28726,56559,1025,24h,My son drove for the first time,My son drove for the first time,True,1,,affection,49.0,USA,m,married,y
2322,30011,589,24h,"It was 70 degrees out the other day, and it felt amazing to go for a walk in the park.","It was 70 degrees out the other day, and it felt amazing to go for a walk in the park.",True,1,nature,nature,30.0,USA,m,single,n
85187,113323,3186,24h,I went shopping and found some really cute items.,I went shopping and found some really cute items.,True,1,,leisure,30.0,USA,f,single,y
23870,51675,1104,24h,"Hearing the birds chirping and being able to open my windows. It's been a long , cold winter and I'm excited about nicer weather! ","Hearing the birds chirping and being able to open my windows. It's been a long , cold winter and I'm excited about nicer weather! ",True,2,,nature,34.0,USA,f,married,y
8304,36035,848,24h,My older daughter kissed my baby daughters forehead.,My older daughter kissed my baby daughters forehead.,True,1,,affection,30.0,USA,f,married,y
83650,111777,707,24h,I practiced singing with my band.,I practiced singing with my band.,True,1,,achievement,26.0,USA,f,single,n
88432,116592,150,24h,Saw several members of my extended family who are in town for my grandson's graduation tomorrow. ,Saw several members of my extended family who are in town for my grandson's graduation tomorrow. ,True,1,,affection,69.0,USA,m,married,y
13325,41078,34,24h,I played video games with my friends for a few hours.,I played video games with my friends for a few hours.,True,1,,bonding,23.0,USA,m,single,n
17484,45258,970,24h,"I went to the dentist and got my teeth whitened, they look great!","I went to the dentist and got my teeth whitened, they look great!",True,1,,achievement,23.0,USA,f,single,n
26390,54207,205,24h,"I have a rubber duck and my dog, Batman has taken a fancy to the duck. So I tease him by keeping the duck just out of reach. The look on his face as he stares at the duck is priceless.","I have a rubber duck and my dog, Batman has taken a fancy to the duck. So I tease him by keeping the duck just out of reach. The look on his face as he stares at the duck is priceless.",True,3,,affection,54.0,USA,f,married,y
24418,52224,1,24h,The new jacket i bought just arrived in the mail.,The new jacket i bought just arrived in the mail.,True,1,,achievement,37.0,USA,m,married,y
16413,44183,1002,24h,North Carolina winning the NCAA basketball tournament.,North Carolina winning the NCAA basketball tournament.,True,1,,achievement,36.0,USA,m,divorced,y
13617,41373,878,24h,Harvesting coconut water from coconut tress on the beach.,Harvesting coconut water from coconut tress on the beach.,True,1,,achievement,28.0,USA,m,single,n
91769,119950,441,24h,"I was thoroughly amused by the Pope's gift of his encyclical on global warming to the president, a man who neither reads regularly nor understands scientific concepts like climate change.","I was thoroughly amused by the Pope's gift of his encyclical on global warming to the president, a man who neither reads regularly nor understands scientific concepts like climate change.",True,1,,achievement,29.0,USA,f,married,n
96119,124324,291,24h,"My wife made a special breakfast of a bacon skillet with potatoes, cheese and basted eggs.","My wife made a special breakfast of a bacon skillet with potatoes, cheese and basted eggs.",True,1,,affection,70.0,USA,m,married,y
2875,30565,4879,24h,Today I was able to take my kids outside to play in the sun for awhile and it felt amazing!,Today I was able to take my kids outside to play in the sun for awhile and it felt amazing!,True,1,,affection,26.0,USA,f,married,y
87980,116139,1109,24h,It's almost my birthday (May 25) and I got invited for a joint birthday house party this weekend.,It's almost my birthday (May 25) and I got invited for a joint birthday house party this weekend.,True,1,,enjoy_the_moment,38.0,USA,m,single,n
12632,40382,128,24h,My best friend texted me after not talking for a while.,My best friend texted me after not talking for a while.,True,1,,bonding,25.0,USA,f,single,n
84910,113044,3664,24h,I took my 9 month old daughter to the park today since it was a beautiful day.,I took my 9 month old daughter to the park today since it was a beautiful day.,True,1,affection,affection,30.0,USA,f,single,y
5385,33101,7136,24h,I didn't feel well and was glad to find a couple of cans of soup in the pantry which I warmed up and paired with grilled cheese sandwiches for dinner. ,I didn't feel well and was glad to find a couple of cans of soup in the pantry which I warmed up and paired with grilled cheese sandwiches for dinner. ,True,1,,enjoy_the_moment,53.0,USA,f,married,y
13092,40844,604,24h,Baseball season started this weekend and baseball is back on tv!,Baseball season started this weekend and baseball is back on tv!,True,1,leisure,leisure,26.0,USA,m,married,y
87934,116092,3595,24h,My child at the restaurant we were eating at was enthralled and laughing by taking my hand and tapping it against the table. ,My child at the restaurant we were eating at was enthralled and laughing by taking my hand and tapping it against the table. ,True,1,affection,affection,27.0,USA,m,married,y
23737,51539,6222,24h,"I recently reconnected with my sister. We live several hours away and our main form of communication is through phone. I have been busy as I know she has been as well. We are one year apart, age wise, and we started talking again after years of not speaking to each other. It feels heart warming to have a familiar presence back into my life. ","I recently reconnected with my sister. We live several hours away and our main form of communication is through phone. I have been busy as I know she has been as well. We are one year apart, age wise, and we started talking again after years of not speaking to each other. It feels heart warming to have a familiar presence back into my life. ",True,5,,affection,23.0,USA,f,married,n
14174,41931,1688,24h,I made a really melodic riff on a song I've been working on.,I made a really melodic riff on a song I've been working on.,True,1,,achievement,22.0,USA,m,single,n
93820,122015,133,24h,I finally finished cutting dead branches off my palm tree that I had been putting off.,I finally finished cutting dead branches off my palm tree that I had been putting off.,True,1,,achievement,40.0,USA,m,single,n
5207,32921,1616,24h,"My daughter got up to her alarm clock, without any assistance from me, and got ready to go to school completely independently. ","My daughter got up to her alarm clock, without any assistance from me, and got ready to go to school completely independently. ",True,1,,affection,43.0,USA,f,divorced,y
4901,32610,5065,24h,Found out my sick dog was going to be okay.,Found out my sick dog was going to be okay.,True,1,,affection,30.0,USA,m,single,n
88661,116821,1993,24h,I tried a new pasta recipe and it was sublime.,I tried a new pasta recipe and it was sublime.,True,1,,achievement,29.0,USA,m,single,n
25581,53393,2516,24h,I was able to try this really juicy Pulled Pork people have been telling me to try and it was really tasty.,I was able to try this really juicy Pulled Pork people have been telling me to try and it was really tasty.,True,1,,enjoy_the_moment,19.0,USA,m,single,n
24179,51985,2278,24h,I had an alcoholic drink.,I had an alcoholic drink.,True,1,,enjoy_the_moment,43.0,USA,m,single,n
13958,41715,862,24h,My dog made funny faces when she was trying to play with me.,My dog made funny faces when she was trying to play with me.,True,1,,affection,23.0,USA,f,single,n
14790,42555,406,24h,I bought two pairs of shorts that fit very well at American Eagle and used a 20% off coupon.,I bought two pairs of shorts that fit very well at American Eagle and used a 20% off coupon.,True,1,,achievement,28.0,USA,f,single,n
84604,112737,996,24h,I came up with a big idea at work. ,I came up with a big idea at work. ,True,1,,achievement,22.0,USA,m,single,n
9906,37643,527,24h,I got to watch my favorite show This Is us on hulu.,I got to watch my favorite show This Is us on hulu.,True,1,,leisure,35.0,USA,f,married,y
89426,117591,2204,24h,A nice song was playing on the classical music station (I don't know which one specifically) when I drove around and was running errands. ,A nice song was playing on the classical music station (I don't know which one specifically) when I drove around and was running errands. ,True,1,,enjoy_the_moment,41.0,USA,m,single,n
86330,114474,1078,24h,"One thing that made me happy today was getting a rather refreshing and pleasant sleep last night because I typically tend to have pretty bad insomnia, and it is important to me to not run a large sleep deficit so early in the week, and I actually was able to get a good sleep even though I had a lot going on mentally.","One thing that made me happy today was getting a rather refreshing and pleasant sleep last night because I typically tend to have pretty bad insomnia, and it is important to me to not run a large sleep deficit so early in the week, and I actually was able to get a good sleep even though I had a lot going on mentally.",True,1,,enjoy_the_moment,27.0,USA,m,single,n
87731,115887,964,24h,Today they came out and started progressing on our new shed even though there was rain in the morning.,Today they came out and started progressing on our new shed even though there was rain in the morning.,True,1,,achievement,34.0,USA,f,married,n
93137,121330,57,24h,I was happy when I went with my girlfriend to the gym 2 hours ago. ,I was happy when I went with my girlfriend to the gym 2 hours ago. ,True,1,,affection,34.0,USA,m,single,n
14056,41813,2886,24h,Walk outside and feel the spring temperatures. ,Walk outside and feel the spring temperatures. ,True,1,,nature,36.0,USA,m,single,n
24078,51884,5321,24h,I met my best friend for a birthday lunch and got to see her sweet little one. ,I met my best friend for a birthday lunch and got to see her sweet little one. ,True,1,,bonding,27.0,USA,f,single,y
83379,111505,9517,24h,My favorite barista was at the coffee shop this morning and she always brightens my morning.,My favorite barista was at the coffee shop this morning and she always brightens my morning.,True,1,,enjoy_the_moment,34.0,USA,m,married,y
20031,47815,835,24h,I watched some DBZ with a friend.,I watched some DBZ with a friend.,True,1,,bonding,30.0,USA,m,single,n
81450,109563,9728,24h,I took the time to clean all of the dishes.,I took the time to clean all of the dishes.,True,1,,enjoy_the_moment,23.0,USA,m,married,y
84475,112606,1917,24h,I got a new memory foam mattress with my girlfriend. ,I got a new memory foam mattress with my girlfriend. ,True,1,,affection,24.0,USA,m,single,n
92821,121009,5354,24h,"My coworkers are celebrating International Towel Day, in honor of Douglas Adams, one of my favorite childhood authors. I forgot my towel today, but seeing them with their bright beach towels really made my day. I think at least one of them did it because it would make me happy.","My coworkers are celebrating International Towel Day, in honor of Douglas Adams, one of my favorite childhood authors. I forgot my towel today, but seeing them with their bright beach towels really made my day. I think at least one of them did it because it would make me happy.",True,3,,bonding,27.0,USA,f,single,n
12869,40620,12468,24h,Today my boyfriend and I finally decided to commit to adopting a dog.,Today my boyfriend and I finally decided to commit to adopting a dog.,True,1,,affection,23.0,USA,f,single,n
1890,29573,370,24h,When I slept late.,When I slept late.,True,1,,leisure,21.0,USA,m,single,y
18507,46288,30,24h,"My wife and I watched a Louis CK comedy show on Netflix, it was hilarious.","My wife and I watched a Louis CK comedy show on Netflix, it was hilarious.",True,1,,leisure,37.0,USA,m,married,y
89125,117289,1297,24h,I'm able to make good money today while working.,I'm able to make good money today while working.,True,1,,achievement,25.0,USA,f,single,n
488,28161,1430,24h,"I was finally able to complete several small tasks at work that had been on my to-do list for awhile, but had always been superseded by other tasks. ","I was finally able to complete several small tasks at work that had been on my to-do list for awhile, but had always been superseded by other tasks. ",True,1,,achievement,33.0,USA,m,single,n
88945,117108,1059,24h,My friend sent me some pictures of his vacation.,My friend sent me some pictures of his vacation.,True,1,,bonding,28.0,USA,m,single,n
21605,49393,152,24h,I got off work early. ,I got off work early. ,True,1,,achievement,30.0,USA,m,married,y
5877,33596,295,24h,I watched a movie I hadn't seen in a while and rather enjoy.,I watched a movie I hadn't seen in a while and rather enjoy.,True,1,,leisure,34.0,USA,m,single,n
83006,111130,4112,24h,My husband and I were able to spend a few hours playing a game together last night. ,My husband and I were able to spend a few hours playing a game together last night. ,True,1,,affection,21.0,USA,f,married,y
93629,121823,186,24h,Watched a really funny video.,Watched a really funny video.,True,1,,leisure,44.0,USA,m,single,y
22382,50174,1804,24h,I was able to relax outside on the deck with my dog because the weather has finally warmed up.,I was able to relax outside on the deck with my dog because the weather has finally warmed up.,True,1,,nature,32.0,USA,m,single,n
343,28016,4706,24h,I watched a series of movies. ,I watched a series of movies. ,True,1,,leisure,33.0,USA,m,single,n
3459,31154,15,24h,Fifteen days ago my father give me a gift as bike this is a happiest moment for me.,Fifteen days ago my father give me a gift as bike this is a happiest moment for me.,True,1,,affection,27.0,USA,m,married,y
87770,115926,3588,24h,I found an abandoned house that I thought was possibly demolished when we were traveling through Chattanooga and I was very excited that it wasn't gone already.,I found an abandoned house that I thought was possibly demolished when we were traveling through Chattanooga and I was very excited that it wasn't gone already.,True,1,,enjoy_the_moment,25.0,USA,f,single,n
23366,51165,1414,24h,I had my favorite food,I had my favorite food,True,1,,enjoy_the_moment,20.0,USA,m,single,n
18115,45894,788,24h,It's about to be my 30th birthday in about an hour. don't know how to feel about it but I don't feel bad. I feel good. I think I can call it happy.,It's about to be my 30th birthday in about an hour. don't know how to feel about it but I don't feel bad. I feel good. I think I can call it happy.,True,4,,enjoy_the_moment,29.0,USA,m,single,n
82302,110419,114,24h,I am happy that people are coming over for a cookout on Saturday ,I am happy that people are coming over for a cookout on Saturday ,True,1,,enjoy_the_moment,34.0,USA,m,married,y
92219,120404,669,24h,"My cat jumped on my lap and purred, which made me smile.","My cat jumped on my lap and purred, which made me smile.",True,1,,affection,39.0,USA,m,single,n
83563,111690,397,24h,I listened to the Late Show with Colbert in the morning.,I listened to the Late Show with Colbert in the morning.,True,1,,leisure,26.0,USA,m,single,n
11565,39308,834,24h,My power bill was lower than I thought it would be.,My power bill was lower than I thought it would be.,True,1,,achievement,25.0,USA,f,married,n
94399,122596,204,24h,I had a nice chat online with a new friend who shares mutual interests with me.,I had a nice chat online with a new friend who shares mutual interests with me.,True,1,,bonding,30.0,USA,f,single,n
19760,47542,207,24h,Went to the barber shop for a haircut.,Went to the barber shop for a haircut.,True,1,,enjoy_the_moment,42.0,USA,m,married,n
2774,30464,6969,24h,"I watched a video of Chuck Berry performing his hit song, ""Nadine.""","I watched a video of Chuck Berry performing his hit song, ""Nadine.""",True,1,,leisure,57.0,USA,f,single,y
7097,34820,287,24h,I got to eat a delicious home-cooked meal with my family.,I got to eat a delicious home-cooked meal with my family.,True,1,affection,affection,35.0,USA,m,single,y
88204,116363,516,24h,My wife recovered from a headache she'd had for almost a week,My wife recovered from a headache she'd had for almost a week,True,1,,affection,29.0,USA,m,single,y
27046,54866,394,24h,I did not have time for coffee this morning so when I finally was able to get some at work it was super.,I did not have time for coffee this morning so when I finally was able to get some at work it was super.,True,1,,achievement,24.0,USA,m,single,n
23383,51182,2268,24h,"My dog, whom I love very much, greeted me at the door with a wagging tail.","My dog, whom I love very much, greeted me at the door with a wagging tail.",True,1,,affection,27.0,USA,f,single,y
10814,38553,2091,24h,I got April Fooled by my little brother. It made me happy because lately he's been doing so well.,I got April Fooled by my little brother. It made me happy because lately he's been doing so well.,True,2,,affection,18.0,USA,m,single,y
93127,121320,741,24h,My friend bought me a bottle of my favorite vodka for me to take home for drinks after the office.,My friend bought me a bottle of my favorite vodka for me to take home for drinks after the office.,True,1,bonding,bonding,33.0,USA,m,single,n
95290,123490,2048,24h,I found five dollars I forgot I left in a pair of jeans.,I found five dollars I forgot I left in a pair of jeans.,True,1,,achievement,53.0,USA,f,married,y
3489,31185,254,24h,Organizing my finances onto a spread sheet to streamline paying my bills which is much less stressful.,Organizing my finances onto a spread sheet to streamline paying my bills which is much less stressful.,True,1,,achievement,29.0,USA,m,single,n
28638,56470,787,24h,I bought a new iphone.,I bought a new iphone.,True,1,,achievement,24.0,USA,m,single,n
94290,122487,915,24h,Finally got out my invites for a party I'm hosting. They came out great.,Finally got out my invites for a party I'm hosting. They came out great.,True,2,,achievement,26.0,USA,f,single,n
18421,46201,3716,24h,My stocks are doing good.,My stocks are doing good.,True,1,,achievement,21.0,USA,m,single,n
4691,32399,2273,24h,To be able to buy a team that my daughter needed.,To be able to buy a team that my daughter needed.,True,1,,affection,35.0,USA,f,married,y
97528,125737,11018,24h,My significant other told me a list of reasons why he loves me.,My significant other told me a list of reasons why he loves me.,True,1,,affection,35.0,USA,f,single,y
23480,51280,226,24h,I went on a date last night and had a blast.,I went on a date last night and had a blast.,True,1,,affection,32.0,USA,f,single,n
